Agent,w_0,w_1,w_2,w_3
agent_8268,0.520368,0.757193,0.435493,0.166234
agent_8269,0.578821,0.794793,0.446651,0.145292
agent_8270,0.574816,0.870183,0.365787,0.000000
agent_8271,0.627284,0.861325,0.290310,0.124347
agent_8272,0.537692,0.809907,0.390506,0.210137
agent_8273,0.735762,0.911396,0.217644,0.049677
agent_8274,0.695047,0.660294,0.441268,0.219668
agent_8275,0.697623,0.880631,0.360171,0.182198
agent_8276,0.569672,0.864009,0.538339,0.250938
agent_8277,0.411366,0.641008,0.195988,0.065559
agent_8278,0.472607,0.677077,0.526678,0.088032
agent_8279,0.676728,0.806884,0.429167,0.248181
agent_8280,0.648139,0.935744,0.520849,0.350163
agent_8281,0.474761,0.849115,0.388666,0.216089
agent_8282,0.709154,0.770672,0.246101,0.089007
agent_8283,0.637514,0.616270,0.475640,0.023094
agent_8284,0.627327,0.784721,0.424661,0.245107
agent_8285,0.705597,1.000000,0.187845,0.103206
agent_8286,0.707295,0.786621,0.406288,0.217176
agent_8287,0.546743,0.795905,0.489673,0.115550
agent_8288,0.651087,0.752564,0.455457,0.287599
agent_8289,0.565248,0.573171,0.517924,0.000000
agent_8290,0.628468,0.836601,0.372082,0.329928
agent_8291,0.606428,0.686270,0.250161,0.030299
agent_8292,0.551824,0.784202,0.392062,0.302891
agent_8293,0.497608,0.791304,0.394731,0.363003
agent_8294,0.597088,0.881112,0.321954,0.200366
agent_8295,0.665303,0.900806,0.471020,0.241065
agent_8296,0.583265,0.827906,0.545857,0.101629
agent_8297,0.588994,0.822392,0.326791,0.267311
agent_8298,0.584239,0.742043,0.363086,0.303616
agent_8299,0.641456,0.723575,0.470895,0.224620
agent_8300,0.428957,0.829250,0.234302,0.223099
agent_8301,0.647176,0.730564,0.356816,0.165524
agent_8302,0.582552,0.769173,0.456196,0.078254
agent_8303,0.634755,0.602136,0.286879,0.022530
agent_8304,0.734917,0.818324,0.319067,0.221501
agent_8305,0.646970,0.913960,0.512903,0.180104
agent_8306,0.668958,0.755832,0.273981,0.380921
agent_8307,0.604538,0.957904,0.614437,0.146570
agent_8308,0.450511,0.918643,0.515445,0.255507
agent_8309,0.641454,0.672874,0.273624,0.378664
agent_8310,0.658569,0.696458,0.348014,0.144689
agent_8311,0.520376,0.960837,0.263358,0.154318
agent_8312,0.794202,0.695895,0.200902,0.089668
agent_8313,0.420766,0.795263,0.427607,0.192005
agent_8314,0.596402,1.000000,0.537811,0.273778
agent_8315,0.733873,0.796549,0.483561,0.235067
agent_8316,0.560106,0.595203,0.376480,0.221727
agent_8317,0.684433,0.872808,0.388198,0.321271
agent_8318,0.605157,0.814308,0.464771,0.244643
agent_8319,0.635507,0.580079,0.475539,0.243909
agent_8320,0.753831,0.955461,0.259547,0.190899
agent_8321,0.588722,0.742355,0.387786,0.233748
agent_8322,0.585550,0.728335,0.396158,0.206296
agent_8323,0.701223,0.808022,0.451903,0.230855
agent_8324,0.530145,0.928610,0.676754,0.438480
agent_8325,0.577069,0.705991,0.327359,0.261014
agent_8326,0.666557,0.692393,0.275089,0.234515
agent_8327,0.625480,0.798849,0.308568,0.258382
agent_8328,0.674719,0.792331,0.479152,0.275876
agent_8329,0.446503,0.791937,0.469418,0.254262
agent_8330,0.419071,0.890458,0.245924,0.242584
agent_8331,0.721753,0.949928,0.243575,0.377530
agent_8332,0.452350,0.890743,0.323443,0.316450
agent_8333,0.769450,0.963388,0.310121,0.089003
agent_8334,0.530798,0.892471,0.251521,0.443548
agent_8335,0.594891,0.814784,0.376422,0.134875
agent_8336,0.537000,0.761384,0.524338,0.175350
agent_8337,0.826480,0.802701,0.306588,0.043855
agent_8338,0.585823,1.000000,0.541431,0.270978
agent_8339,0.518955,0.754431,0.293462,0.161109
agent_8340,0.621970,0.798980,0.259240,0.354232
agent_8341,0.532595,0.768546,0.402391,0.085963
agent_8342,0.569563,0.782014,0.422909,0.335297
agent_8343,0.568614,0.824855,0.551372,0.229240
agent_8344,0.707567,0.691015,0.445249,0.103255
agent_8345,0.603094,0.802192,0.478742,0.408915
agent_8346,0.717775,0.691393,0.326949,0.000000
agent_8347,0.491146,0.854314,0.365376,0.367023
agent_8348,0.494033,0.948443,0.275576,0.212316
agent_8349,0.406893,0.678877,0.383521,0.149897
agent_8350,0.518235,0.713286,0.190906,0.057825
agent_8351,0.365819,0.824738,0.363433,0.334347
agent_8352,0.560977,0.973643,0.446687,0.000000
agent_8353,0.603020,0.881250,0.397051,0.412440
agent_8354,0.574720,0.619485,0.353900,0.424587
agent_8355,0.691531,0.910685,0.479937,0.090583
agent_8356,0.476293,0.870575,0.325883,0.107355
agent_8357,0.723651,0.733434,0.240779,0.181413
agent_8358,0.684184,0.871019,0.354123,0.268214
agent_8359,0.627742,0.911304,0.448395,0.247537
agent_8360,0.370164,0.737317,0.376656,0.095529
agent_8361,0.675506,0.632016,0.431737,0.000000
agent_8362,0.510018,0.606155,0.371756,0.308888
agent_8363,0.565020,0.854090,0.688742,0.221753
agent_8364,0.799024,0.839440,0.413933,0.255085
agent_8365,0.653875,0.854558,0.691522,0.384915
agent_8366,0.607620,0.776378,0.478439,0.075735
agent_8367,0.540587,0.680856,0.305251,0.131370
agent_8368,0.677885,0.843940,0.250112,0.106964
agent_8369,0.692508,0.747953,0.490736,0.155410
agent_8370,0.582827,0.713020,0.517057,0.163571
agent_8371,0.666743,0.666494,0.589861,0.312469
agent_8372,0.734545,1.000000,0.480033,0.143073
agent_8373,0.605534,0.813585,0.426593,0.044959
agent_8374,0.641862,0.737312,0.463170,0.223795
agent_8375,0.730824,0.775284,0.556690,0.205997
agent_8376,0.546816,0.934581,0.418094,0.137988
agent_8377,0.787401,0.730467,0.248948,0.279385
agent_8378,0.323832,0.693814,0.245337,0.215707
agent_8379,0.404914,0.674308,0.307269,0.294341
agent_8380,0.507613,0.787910,0.363887,0.260594
agent_8381,0.765468,0.970302,0.440354,0.331933
agent_8382,0.525975,0.792482,0.310525,0.120570
agent_8383,0.647987,0.992588,0.382597,0.123463
agent_8384,0.564944,1.000000,0.420055,0.266464
agent_8385,0.602358,0.793194,0.469605,0.263302
agent_8386,0.617274,0.829116,0.266991,0.108166
agent_8387,0.688844,0.860992,0.518654,0.075912
agent_8388,0.547636,0.808629,0.334577,0.119500
agent_8389,0.711128,0.927052,0.377570,0.339346
agent_8390,0.620573,0.926146,0.396674,0.332423
agent_8391,0.559607,0.904344,0.360276,0.115361
agent_8392,0.543116,0.748797,0.302804,0.290482
agent_8393,0.672313,0.611434,0.358676,0.265625
agent_8394,0.597645,0.703532,0.443798,0.160341
agent_8395,0.608866,0.772841,0.340911,0.114583
agent_8396,0.622833,0.848914,0.472386,0.121499
agent_8397,0.515420,0.793667,0.408855,0.163076
agent_8398,0.628349,0.798363,0.595733,0.318702
agent_8399,0.690508,0.870965,0.437071,0.262075
agent_8400,0.607154,0.706540,0.464512,0.050034
agent_8401,0.467037,0.756273,0.609531,0.388977
agent_8402,0.610670,0.931280,0.295230,0.240337
agent_8403,0.591313,0.869935,0.215325,0.353809
agent_8404,0.563114,0.846444,0.567153,0.086163
agent_8405,0.761079,0.774442,0.370887,0.194778
agent_8406,0.636774,0.877701,0.442396,0.136971
agent_8407,0.584420,0.946532,0.387252,0.247372
agent_8408,0.565790,0.790516,0.382098,0.214493
agent_8409,0.555730,0.978570,0.468188,0.179749
agent_8410,0.703970,0.736952,0.317714,0.232518
agent_8411,0.606544,0.837185,0.408674,0.264251
agent_8412,0.705682,0.974846,0.353301,0.237189
agent_8413,0.691777,0.596182,0.275718,0.016391
agent_8414,0.508614,0.753265,0.287357,0.125931
agent_8415,0.510482,0.862432,0.326114,0.195131
agent_8416,0.683439,0.815749,0.331942,0.367684
agent_8417,0.661070,0.736738,0.413102,0.234570
agent_8418,0.622382,0.708895,0.565127,0.096151
agent_8419,0.469327,0.746745,0.407385,0.224799
agent_8420,0.618446,0.889486,0.410200,0.193431
agent_8421,0.575613,0.862704,0.258535,0.123400
agent_8422,0.673640,0.842454,0.334071,0.089437
agent_8423,0.675701,0.971463,0.411591,0.154932
agent_8424,0.666416,0.813475,0.582584,0.042650
agent_8425,0.475179,0.774261,0.312515,0.158907
agent_8426,0.673357,0.654646,0.403441,0.158837
agent_8427,0.550117,0.737753,0.531306,0.222912
agent_8428,0.620037,0.776246,0.394831,0.005304
agent_8429,0.452194,0.727743,0.467053,0.188253
agent_8430,0.529434,0.746817,0.281899,0.131498
agent_8431,0.581924,0.796912,0.473639,0.268398
agent_8432,0.643438,0.694892,0.437167,0.239833
agent_8433,0.645288,0.721790,0.328325,0.220287
agent_8434,0.519132,0.635167,0.349314,0.320628
agent_8435,0.514672,0.905353,0.569928,0.280307
agent_8436,0.624718,0.802768,0.346510,0.135920
agent_8437,0.567840,0.618431,0.459889,0.223632
agent_8438,0.568223,0.769768,0.322264,0.230419
agent_8439,0.456145,0.682113,0.403121,0.124941
agent_8440,0.519710,0.794101,0.463327,0.208234
agent_8441,0.535127,0.772681,0.459157,0.015628
agent_8442,0.536678,0.716840,0.390723,0.286679
agent_8443,0.678491,0.922851,0.258128,0.252289
agent_8444,0.587613,0.758694,0.386440,0.281641
agent_8445,0.553043,0.829664,0.273395,0.202628
agent_8446,0.676876,0.701888,0.305526,0.301774
agent_8447,0.851206,0.847927,0.581151,0.296337
agent_8448,0.432733,0.791732,0.453950,0.306651
agent_8449,0.690988,0.905104,0.446215,0.251037
agent_8450,0.574468,0.549874,0.451155,0.000000
agent_8451,0.613002,0.891318,0.208107,0.005575
agent_8452,0.656030,0.759264,0.370779,0.075910
agent_8453,0.547730,0.671136,0.564457,0.151389
agent_8454,0.511790,0.839063,0.365869,0.223083
agent_8455,0.754128,0.719264,0.531734,0.129839
agent_8456,0.447993,0.745984,0.403076,0.000000
agent_8457,0.626709,0.897690,0.361779,0.181447
agent_8458,0.456935,0.802099,0.368966,0.178942
agent_8459,0.529551,0.688694,0.368459,0.299451
agent_8460,0.380975,0.723140,0.617848,0.109259
agent_8461,0.747727,0.809258,0.325187,0.385846
agent_8462,0.649901,0.909877,0.454890,0.117408
agent_8463,0.532945,0.820159,0.496861,0.311783
agent_8464,0.422190,0.818982,0.406762,0.341948
agent_8465,0.558256,0.808927,0.533850,0.179305
agent_8466,0.629219,0.806931,0.536233,0.162695
agent_8467,0.576495,0.812559,0.222599,0.233107
agent_8468,0.632935,0.856375,0.320689,0.225026
agent_8469,0.730876,0.905763,0.452040,0.231819
agent_8470,0.522817,0.753873,0.401022,0.227104
agent_8471,0.703181,0.779512,0.417081,0.354654
agent_8472,0.554162,0.869467,0.384161,0.387138
agent_8473,0.747300,0.881244,0.349886,0.348969
agent_8474,0.559752,0.874716,0.349870,0.083868
agent_8475,0.455050,0.521418,0.423289,0.101803
agent_8476,0.463178,0.735399,0.373417,0.223754
agent_8477,0.739142,0.830395,0.207945,0.310541
agent_8478,0.705982,0.991701,0.347066,0.245876
agent_8479,0.564807,0.878684,0.430599,0.188482
agent_8480,0.635038,0.777138,0.344129,0.200973
agent_8481,0.384522,0.940899,0.315187,0.077383
agent_8482,0.662370,0.846055,0.372712,0.259346
agent_8483,0.664847,0.922602,0.348196,0.297105
agent_8484,0.496547,0.726594,0.344882,0.040291
agent_8485,0.620359,0.730220,0.493782,0.205200
agent_8486,0.630155,0.659734,0.351902,0.198090
agent_8487,0.575885,0.750811,0.471412,0.128694
agent_8488,0.618718,0.842352,0.685939,0.211535
agent_8489,0.829530,0.645769,0.376076,0.415686
agent_8490,0.523753,0.952088,0.431629,0.207467
agent_8491,0.667318,0.892435,0.506786,0.164981
agent_8492,0.684113,0.701698,0.533471,0.299617
agent_8493,0.605135,0.778288,0.388120,0.191663
agent_8494,0.569502,0.658327,0.229459,0.315628
agent_8495,0.658863,0.848351,0.375958,0.301108
agent_8496,0.464936,0.742040,0.508418,0.094024
agent_8497,0.578896,0.787173,0.403198,0.283040
agent_8498,0.795639,0.737468,0.490749,0.081507
agent_8499,0.493793,0.876725,0.359200,0.140333
agent_8500,0.419604,0.759230,0.349699,0.238254
agent_8501,0.650624,0.943206,0.544951,0.322051
agent_8502,0.727062,0.553498,0.443546,0.278287
agent_8503,0.675396,0.841296,0.443465,0.259958
agent_8504,0.485568,0.995773,0.524428,0.265545
agent_8505,0.607296,0.690930,0.490322,0.391476
agent_8506,0.447199,0.817045,0.414473,0.235950
agent_8507,0.617253,0.917541,0.317663,0.196956
agent_8508,0.537744,0.867019,0.558259,0.086105
agent_8509,0.446285,0.738349,0.405638,0.186196
agent_8510,0.629204,0.834913,0.449821,0.167394
agent_8511,0.624661,0.733552,0.434899,0.342808
agent_8512,0.677070,0.968601,0.398430,0.183357
agent_8513,0.675114,0.918691,0.421616,0.244061
agent_8514,0.719524,0.856474,0.417114,0.373153
agent_8515,0.643494,0.633043,0.160786,0.119333
agent_8516,0.661745,0.737889,0.293833,0.072456
agent_8517,0.720197,0.854816,0.405576,0.186327
agent_8518,0.505588,0.790553,0.489937,0.129903
agent_8519,0.506067,0.933026,0.344668,0.313022
agent_8520,0.695449,0.901643,0.410469,0.069388
agent_8521,0.566333,0.862843,0.453057,0.146618
agent_8522,0.595059,0.825906,0.341037,0.327570
agent_8523,0.728561,0.692530,0.318147,0.369343
agent_8524,0.734947,0.802976,0.355255,0.151624
agent_8525,0.419802,0.657871,0.280256,0.380065
agent_8526,0.683774,0.719833,0.310108,0.092348
agent_8527,0.518472,0.984156,0.328221,0.218542
agent_8528,0.546142,0.833303,0.271570,0.276741
agent_8529,0.793106,0.707950,0.403623,0.197192
agent_8530,0.741002,0.749411,0.315154,0.000000
agent_8531,0.709593,0.774794,0.196715,0.280914
agent_8532,0.557667,0.658511,0.288983,0.198654
agent_8533,0.338609,0.713458,0.579662,0.115871
agent_8534,0.600988,0.696502,0.417213,0.163828
agent_8535,0.544115,0.914557,0.475189,0.266308
agent_8536,0.681731,0.766146,0.413285,0.133413
agent_8537,0.431328,0.752997,0.444874,0.338496
agent_8538,0.626161,0.789046,0.238506,0.376555
agent_8539,0.905221,0.885985,0.434448,0.249483
agent_8540,0.645010,0.661712,0.217406,0.392831
agent_8541,0.612808,0.678705,0.297792,0.079062
agent_8542,0.569589,0.661655,0.458406,0.267991
agent_8543,0.640873,0.772940,0.352364,0.223622
agent_8544,0.770843,0.813174,0.322215,0.223768
agent_8545,0.773887,0.687245,0.226854,0.166757
agent_8546,0.578029,0.897466,0.556434,0.296251
agent_8547,0.475987,0.998920,0.367697,0.230219
agent_8548,0.708361,0.820403,0.510677,0.043155
agent_8549,0.438764,0.825803,0.559957,0.094450
agent_8550,0.637130,0.789154,0.599080,0.058706
agent_8551,0.573114,0.824384,0.515807,0.146984
agent_8552,0.701383,0.900604,0.693564,0.388792
agent_8553,0.617432,0.847121,0.293823,0.105185
agent_8554,0.527384,0.651463,0.420589,0.304193
agent_8555,0.687848,0.792134,0.285515,0.225220
agent_8556,0.441141,0.816213,0.438775,0.181085
agent_8557,0.493978,0.715450,0.422620,0.374582
agent_8558,0.691499,0.786651,0.355770,0.152724
agent_8559,0.859802,0.837904,0.418654,0.132108
agent_8560,0.437056,0.822880,0.412708,0.222697
agent_8561,0.568675,0.790357,0.454630,0.164135
agent_8562,0.595195,0.726410,0.370017,0.105235
agent_8563,0.516428,0.568131,0.517502,0.267014
agent_8564,0.614187,0.917526,0.410418,0.181620
agent_8565,0.671594,0.745770,0.382043,0.141982
agent_8566,0.599225,0.949375,0.389509,0.226069
agent_8567,0.792365,0.936877,0.568192,0.337258
agent_8568,0.707153,0.797593,0.373295,0.260674
agent_8569,0.644546,0.999752,0.659716,0.116494
agent_8570,0.633370,0.832282,0.301815,0.268436
agent_8571,0.407410,0.805065,0.370052,0.163541
agent_8572,0.633268,0.880261,0.549836,0.232965
agent_8573,0.636978,0.747017,0.488263,0.162825
agent_8574,0.545430,0.797832,0.141759,0.178238
agent_8575,0.412428,0.850007,0.496084,0.236691
agent_8576,0.585254,0.799759,0.586654,0.201161
agent_8577,0.488354,0.752477,0.292500,0.157359
agent_8578,0.810774,0.755399,0.394880,0.277462
agent_8579,0.655181,0.795162,0.353350,0.249327
agent_8580,0.652022,0.762834,0.420876,0.190598
agent_8581,0.718821,0.795433,0.396423,0.168154
agent_8582,0.536628,0.706843,0.327725,0.116616
agent_8583,0.621502,0.855042,0.584954,0.382449
agent_8584,0.424593,0.668077,0.420007,0.257533
agent_8585,0.682417,0.633535,0.511531,0.204810
agent_8586,0.595856,0.835653,0.337174,0.055853
agent_8587,0.703989,0.611535,0.495389,0.137783
agent_8588,0.616957,0.646307,0.464973,0.289797
agent_8589,0.684435,0.759745,0.656890,0.228003
agent_8590,0.521536,0.914584,0.483472,0.150932
agent_8591,0.486052,0.929934,0.352949,0.249551
agent_8592,0.687015,0.846337,0.302709,0.203654
agent_8593,0.510149,0.837317,0.415788,0.450179
agent_8594,0.621030,0.614412,0.264523,0.272342
agent_8595,0.634646,1.000000,0.323291,0.232239
agent_8596,0.713286,0.815790,0.409034,0.314194
agent_8597,0.473812,0.794515,0.225141,0.191632
agent_8598,0.722560,0.722620,0.481184,0.332841
agent_8599,0.684794,0.939809,0.448915,0.393599
agent_8600,0.403281,0.674065,0.370350,0.271844
agent_8601,0.572040,0.741432,0.257720,0.153681
agent_8602,0.739904,0.961994,0.267111,0.126206
agent_8603,0.556899,0.784000,0.430717,0.261064
agent_8604,0.732348,0.872144,0.557182,0.067960
agent_8605,0.567063,0.855636,0.271624,0.205969
agent_8606,0.675103,0.805593,0.344558,0.214828
agent_8607,0.492671,0.837828,0.353204,0.135564
agent_8608,0.591996,0.844314,0.471273,0.184317
agent_8609,0.651731,0.701127,0.418071,0.172886
agent_8610,0.570279,0.795686,0.538695,0.001930
agent_8611,0.729533,0.791576,0.498242,0.062103
agent_8612,0.628107,1.000000,0.281440,0.241601
agent_8613,0.575646,0.866048,0.330461,0.154446
agent_8614,0.504161,0.698778,0.623784,0.189298
agent_8615,0.591910,0.893058,0.362304,0.449854
agent_8616,0.607119,0.726534,0.321131,0.136438
agent_8617,0.468385,0.750722,0.447566,0.172105
agent_8618,0.685050,0.738334,0.462210,0.045890
agent_8619,0.694857,0.744163,0.092348,0.225200
agent_8620,0.646942,0.724362,0.375115,0.326157
agent_8621,0.631262,0.908542,0.274619,0.172447
agent_8622,0.599735,0.828885,0.271230,0.164759
agent_8623,0.605563,0.742307,0.440578,0.076275
agent_8624,0.688376,0.791290,0.372251,0.222390
agent_8625,0.718338,0.960457,0.265621,0.359854
agent_8626,0.467234,0.674080,0.396801,0.305314
agent_8627,0.531497,0.750989,0.341348,0.080386
agent_8628,0.636241,0.841227,0.543672,0.000000
agent_8629,0.581322,0.909360,0.273909,0.006550
agent_8630,0.792170,0.942906,0.382699,0.175270
agent_8631,0.598513,0.682391,0.387208,0.109646
agent_8632,0.607434,0.687564,0.424590,0.247903
agent_8633,0.554848,0.807693,0.410501,0.147691
agent_8634,0.558121,0.798932,0.424005,0.251576
agent_8635,0.655950,0.929015,0.395420,0.218239
agent_8636,0.552973,0.746640,0.442832,0.267993
agent_8637,0.535578,0.916660,0.366283,0.135443
agent_8638,0.547658,0.807057,0.550149,0.135480
agent_8639,0.419220,0.798652,0.248861,0.238399
agent_8640,0.592495,0.869620,0.443147,0.046258
agent_8641,0.520245,0.885571,0.435173,0.115515
agent_8642,0.783566,0.792653,0.186367,0.125057
agent_8643,0.490087,0.717860,0.511993,0.000000
agent_8644,0.346793,0.739932,0.485675,0.324154
agent_8645,0.590017,0.867305,0.426905,0.114553
agent_8646,0.601070,0.701934,0.517441,0.189648
agent_8647,0.499286,0.922967,0.539987,0.298621
agent_8648,0.601811,0.819762,0.533234,0.209478
agent_8649,0.628666,0.820806,0.550308,0.159775
agent_8650,0.398252,0.806301,0.394692,0.149022
agent_8651,0.501650,0.691334,0.335686,0.303738
agent_8652,0.702877,0.858447,0.555815,0.153898
agent_8653,0.542617,0.692851,0.438521,0.272795
agent_8654,0.617683,0.782040,0.424923,0.085651
agent_8655,0.685302,0.807834,0.299482,0.203814
agent_8656,0.570875,1.000000,0.411623,0.087615
agent_8657,0.616184,0.764303,0.381946,0.206188
agent_8658,0.562944,0.772749,0.432529,0.178273
agent_8659,0.497892,0.898715,0.313300,0.278503
agent_8660,0.685931,0.741081,0.297334,0.194128
agent_8661,0.502608,0.750879,0.305349,0.261578
agent_8662,0.533649,0.616046,0.503442,0.120576
agent_8663,0.548977,0.587679,0.407706,0.249039
agent_8664,0.552071,0.942917,0.507298,0.062548
agent_8665,0.614322,0.946425,0.591160,0.254929
agent_8666,0.548536,0.840726,0.365734,0.254471
agent_8667,0.606582,0.943891,0.373590,0.237723
agent_8668,0.715169,0.660503,0.311797,0.295120
agent_8669,0.578475,0.857696,0.357958,0.122065
agent_8670,0.710925,0.765640,0.245182,0.404556
agent_8671,0.570696,0.907191,0.418212,0.208463
agent_8672,0.610424,0.968238,0.515559,0.047253
agent_8673,0.572489,0.736672,0.465843,0.181345
agent_8674,0.456322,0.928200,0.378900,0.365008
agent_8675,0.576615,0.827975,0.330799,0.056322
agent_8676,0.544527,0.695064,0.561211,0.218821
agent_8677,0.689849,0.773762,0.424209,0.222892
agent_8678,0.696587,0.890219,0.471539,0.241733
agent_8679,0.506353,0.886900,0.439328,0.218454
agent_8680,0.514593,0.970520,0.576164,0.308939
agent_8681,0.526679,1.000000,0.331829,0.093995
agent_8682,0.494535,0.775509,0.497862,0.293346
agent_8683,0.714112,1.000000,0.433501,0.152614
agent_8684,0.706997,1.000000,0.370642,0.131171
agent_8685,0.588851,0.697358,0.350824,0.196745
agent_8686,0.540893,0.628711,0.439238,0.217570
agent_8687,0.642686,0.766206,0.351910,0.207316
agent_8688,0.600922,0.779527,0.372070,0.184053
agent_8689,0.513271,0.791457,0.310959,0.290732
agent_8690,0.589688,0.643295,0.301659,0.054168
agent_8691,0.603939,0.839319,0.441763,0.253315
agent_8692,0.462023,0.764494,0.328785,0.105688
agent_8693,0.600708,0.817085,0.241421,0.182301
agent_8694,0.440373,0.843569,0.392820,0.099520
agent_8695,0.533892,0.878649,0.475949,0.348045
agent_8696,0.457386,0.770975,0.455922,0.270694
agent_8697,0.485183,0.675744,0.296820,0.127557
agent_8698,0.628095,0.960146,0.249717,0.244203
agent_8699,0.625416,0.938272,0.425315,0.000000
agent_8700,0.693020,1.000000,0.377187,0.131145
agent_8701,0.519347,0.884989,0.374047,0.121505
agent_8702,0.585396,0.532670,0.506375,0.280001
agent_8703,0.797873,0.723861,0.406293,0.085906
agent_8704,0.532754,0.890164,0.395790,0.386097
agent_8705,0.656593,0.862555,0.367815,0.268540
agent_8706,0.565190,0.909037,0.485671,0.244208
agent_8707,0.682977,0.702899,0.487672,0.096212
agent_8708,0.641956,0.684715,0.406804,0.242744
agent_8709,0.812165,0.711810,0.245476,0.181230
agent_8710,0.602871,1.000000,0.411567,0.107426
agent_8711,0.521266,0.738997,0.365939,0.136756
agent_8712,0.618632,0.805101,0.311740,0.262460
agent_8713,0.621894,0.767895,0.413783,0.168126
agent_8714,0.724236,0.756508,0.453971,0.412005
agent_8715,0.563580,0.669851,0.337484,0.273583
agent_8716,0.627568,0.450748,0.238799,0.004314
agent_8717,0.414785,0.655429,0.548326,0.362834
agent_8718,0.571756,0.745677,0.355802,0.132781
agent_8719,0.461929,0.731724,0.382917,0.166171
agent_8720,0.668533,0.668972,0.556979,0.023893
agent_8721,0.748955,0.886563,0.483438,0.316926
agent_8722,0.630311,0.746171,0.405802,0.114844
agent_8723,0.741833,0.841580,0.277966,0.227118
agent_8724,0.553278,0.858156,0.271633,0.190763
agent_8725,0.556092,0.831100,0.408884,0.071913
agent_8726,0.660497,0.779795,0.447902,0.098191
agent_8727,0.576841,0.764401,0.352260,0.185184
agent_8728,0.592075,0.875319,0.468820,0.183155
agent_8729,0.729325,0.599770,0.338279,0.319891
agent_8730,0.639520,0.893407,0.271721,0.187348
agent_8731,0.538807,0.732599,0.408318,0.284757
agent_8732,0.665895,0.706703,0.259236,0.159786
agent_8733,0.601142,0.829465,0.383831,0.366507
agent_8734,0.835868,0.649543,0.309309,0.304574
agent_8735,0.580935,0.862218,0.485436,0.362090
agent_8736,0.672875,0.873745,0.358218,0.089585
agent_8737,0.572837,0.977615,0.486105,0.101158
agent_8738,0.739881,0.856027,0.477988,0.127276
agent_8739,0.563502,0.859067,0.397350,0.142642
agent_8740,0.603826,0.756562,0.469850,0.175718
agent_8741,0.529051,1.000000,0.319170,0.208452
agent_8742,0.533914,0.613338,0.425738,0.000000
agent_8743,0.578260,0.638730,0.217357,0.199257
agent_8744,0.711571,0.822805,0.438908,0.125823
agent_8745,0.495602,0.857563,0.547626,0.095738
agent_8746,0.450597,0.704647,0.390069,0.048365
agent_8747,0.555659,0.793595,0.436250,0.306023
agent_8748,0.599346,0.896304,0.458968,0.339308
agent_8749,0.496379,0.782068,0.505670,0.233000
agent_8750,0.647613,0.798520,0.395890,0.195921
agent_8751,0.469517,0.837233,0.344302,0.217823
agent_8752,0.514553,0.816351,0.495996,0.331814
agent_8753,0.613630,0.715883,0.279446,0.218764
agent_8754,0.531523,0.785024,0.308487,0.329635
agent_8755,0.559502,0.707013,0.210655,0.317715
agent_8756,0.708646,0.725684,0.418063,0.086314
agent_8757,0.639430,0.788883,0.524341,0.152284
agent_8758,0.586776,0.851034,0.272309,0.246888
agent_8759,0.575675,0.874929,0.204719,0.175873
agent_8760,0.501768,0.872500,0.322508,0.150650
agent_8761,0.616346,0.790255,0.459187,0.071260
agent_8762,0.650459,0.830953,0.327490,0.249862
agent_8763,0.666161,0.749898,0.440967,0.191584
agent_8764,0.601011,0.692496,0.469738,0.000000
agent_8765,0.694012,0.801033,0.499464,0.301975
agent_8766,0.373140,0.969690,0.330386,0.159910
agent_8767,0.641982,0.838754,0.227406,0.042692
agent_8768,0.655170,0.830913,0.391249,0.094584
agent_8769,0.562737,0.718334,0.412133,0.362070
agent_8770,0.774712,0.721096,0.310328,0.185653
agent_8771,0.519869,0.631183,0.315999,0.216570
agent_8772,0.523722,0.768371,0.426599,0.125697
agent_8773,0.602688,0.788771,0.530094,0.244901
agent_8774,0.653841,0.720503,0.306849,0.271142
agent_8775,0.890490,0.802827,0.416929,0.094399
agent_8776,0.553311,1.000000,0.257186,0.208062
agent_8777,0.622345,0.800268,0.419217,0.318590
agent_8778,0.523042,0.792427,0.411820,0.232409
agent_8779,0.555355,0.898508,0.506564,0.204500
agent_8780,0.724620,0.739791,0.362990,0.288832
agent_8781,0.733275,0.965567,0.303233,0.286576
agent_8782,0.716593,0.712349,0.291383,0.262348
agent_8783,0.687213,0.664758,0.405683,0.102994
agent_8784,0.583058,0.830067,0.440780,0.166304
agent_8785,0.597808,0.719822,0.294724,0.217882
agent_8786,0.563397,0.974161,0.594325,0.155288
agent_8787,0.633988,0.913410,0.349668,0.044662
agent_8788,0.514961,0.722620,0.405054,0.219622
agent_8789,0.659462,0.818967,0.435706,0.065028
agent_8790,0.605970,0.890751,0.403515,0.159091
agent_8791,0.524944,0.724913,0.423103,0.208634
agent_8792,0.544536,0.839637,0.446447,0.147986
agent_8793,0.582618,0.863275,0.445927,0.161285
agent_8794,0.659047,0.848643,0.648761,0.239950
agent_8795,0.630392,0.620535,0.482201,0.117905
agent_8796,0.726229,0.785692,0.328641,0.329214
agent_8797,0.633805,0.606180,0.422360,0.112100
agent_8798,0.624680,0.708831,0.468998,0.264359
agent_8799,0.556560,0.897133,0.510367,0.305333
agent_8800,0.490189,0.692513,0.476942,0.310422
agent_8801,0.444231,0.805584,0.331450,0.281980
agent_8802,0.706586,0.838539,0.539450,0.076197
agent_8803,0.601425,0.739098,0.570601,0.000000
agent_8804,0.591014,0.943083,0.316514,0.278041
