Agent,Start,Dest,Time
agent_3067,84,62,509.56
agent_3068,41,54,509.9
agent_3069,0,8,509.98
agent_3070,24,27,510.63
agent_3071,76,88,510.97
agent_3072,27,68,511.07
agent_3073,80,37,511.11
agent_3074,71,6,511.17
agent_3075,58,76,511.98
agent_3076,87,51,513.02
agent_3077,80,27,513.23
agent_3078,5,73,513.63
agent_3079,66,88,513.77
agent_3080,58,75,514.43
agent_3081,10,35,514.47
agent_3082,36,33,514.5
agent_3083,80,8,514.57
agent_3084,52,61,515.23
agent_3085,76,85,515.37
agent_3086,41,15,516.11
agent_3087,78,45,516.3
agent_3088,37,76,517.54
agent_3089,75,28,517.64
agent_3090,64,11,518.2
agent_3091,32,31,518.24
agent_3092,82,86,518.5
agent_3093,74,20,519.33
agent_3094,20,3,520.76
agent_3095,83,25,520.79
agent_3096,18,88,521.51
agent_3097,53,66,521.78
agent_3098,20,22,521.88
agent_3099,54,40,522.31
agent_3100,51,0,522.79
agent_3101,75,40,523.16
agent_3102,15,64,523.34
agent_3103,41,20,523.82
agent_3104,17,88,524.02
agent_3105,58,72,524.55
agent_3106,73,26,524.74
agent_3107,5,38,524.78
agent_3108,10,74,525.29
agent_3109,17,15,525.66
agent_3110,25,66,525.84
agent_3111,18,4,526.47
agent_3112,54,51,527.32
agent_3113,31,57,527.32
agent_3114,6,84,529.04
agent_3115,42,13,529.27
agent_3116,73,1,529.68
agent_3117,43,16,530.76
agent_3118,55,15,531.05
agent_3119,10,52,531.43
agent_3120,24,82,532.18
agent_3121,86,66,533.11
agent_3122,84,0,534.0
agent_3123,0,26,534.32
agent_3124,17,42,534.39
agent_3125,32,47,534.39
agent_3126,64,80,534.5
agent_3127,47,56,534.5
agent_3128,26,18,534.55
agent_3129,16,20,536.87
agent_3130,25,30,537.61
agent_3131,64,45,538.58
agent_3132,82,51,539.8
agent_3133,73,50,540.19
agent_3134,53,7,540.48
agent_3135,77,1,541.11
agent_3136,73,61,542.1
agent_3137,63,10,542.17
agent_3138,34,40,543.12
agent_3139,15,36,543.2
agent_3140,45,3,543.26
agent_3141,82,33,543.5
agent_3142,83,41,543.9
agent_3143,84,41,544.07
agent_3144,60,3,545.08
agent_3145,23,76,545.33
agent_3146,54,20,545.92
agent_3147,62,36,546.33
agent_3148,74,88,548.06
agent_3149,11,16,548.71
agent_3150,10,78,549.18
agent_3151,10,11,549.22
agent_3152,7,8,549.44
agent_3153,55,57,549.63
agent_3154,14,52,550.78
agent_3155,51,73,551.28
agent_3156,58,71,551.54
agent_3157,67,64,552.32
agent_3158,81,65,552.47
agent_3159,43,58,552.89
agent_3160,52,30,552.91
agent_3161,82,72,553.07
agent_3162,80,34,553.58
agent_3163,37,83,553.82
agent_3164,60,3,554.16
agent_3165,62,87,554.31
agent_3166,75,70,554.8
agent_3167,36,44,555.96
agent_3168,82,34,556.42
agent_3169,17,84,556.46
agent_3170,28,81,557.03
agent_3171,3,26,557.82
agent_3172,6,12,558.35
agent_3173,68,88,558.57
agent_3174,57,25,558.62
agent_3175,27,47,559.4
agent_3176,71,41,560.29
agent_3177,46,53,560.53
agent_3178,40,4,561.59
agent_3179,77,38,562.73
agent_3180,54,38,562.95
agent_3181,43,17,563.27
agent_3182,28,6,563.39
agent_3183,8,50,564.18
agent_3184,75,82,564.47
agent_3185,82,16,564.99
agent_3186,82,74,565.22
agent_3187,17,20,566.24
agent_3188,55,6,567.67
agent_3189,68,54,568.27
agent_3190,36,15,568.67
agent_3191,85,23,570.1
agent_3192,76,18,570.68
agent_3193,77,64,570.69
agent_3194,32,56,572.67
agent_3195,27,47,572.9
agent_3196,3,87,573.52
agent_3197,23,41,573.74
agent_3198,45,3,573.75
agent_3199,7,73,573.76
agent_3200,16,85,574.27
agent_3201,47,64,575.41
agent_3202,27,82,575.45
agent_3203,47,72,576.93
agent_3204,84,51,577.78
agent_3205,31,3,578.89
agent_3206,24,28,579.29
agent_3207,43,48,579.3
agent_3208,85,51,579.48
agent_3209,17,63,579.6
agent_3210,51,28,580.66
agent_3211,87,53,580.94
agent_3212,71,64,581.79
agent_3213,47,55,582.04
agent_3214,74,58,582.13
agent_3215,86,14,583.75
agent_3216,46,73,584.56
agent_3217,65,48,584.79
agent_3218,76,5,584.89
agent_3219,16,20,586.97
agent_3220,74,44,587.56
agent_3221,61,42,588.62
agent_3222,14,76,590.51
agent_3223,10,81,591.79
agent_3224,57,34,592.92
agent_3225,55,72,593.12
agent_3226,0,43,593.78
agent_3227,88,13,594.63
agent_3228,48,66,595.97
agent_3229,6,88,596.18
agent_3230,14,43,599.55
agent_3231,77,46,600.34
agent_3232,37,76,601.63
agent_3233,74,78,602.91
agent_3234,17,41,602.97
agent_3235,5,83,602.99
agent_3236,72,71,603.16
agent_3237,43,14,604.18
agent_3238,75,76,604.61
agent_3239,24,36,606.17
agent_3240,4,80,606.76
agent_3241,86,83,607.41
agent_3242,3,24,608.36
agent_3243,25,64,609.34
agent_3244,51,50,611.01
agent_3245,3,4,611.39
agent_3246,33,85,611.45
agent_3247,4,88,612.68
agent_3248,10,48,614.47
agent_3249,51,27,616.18
agent_3250,33,45,616.99
agent_3251,42,48,619.58
agent_3252,15,22,619.88
agent_3253,50,36,620.0
agent_3254,32,24,620.64
agent_3255,85,0,621.0
agent_3256,65,16,621.86
agent_3257,65,84,621.94
agent_3258,71,14,621.95
agent_3259,63,82,622.44
agent_3260,26,61,624.64
agent_3261,48,47,625.18
agent_3262,37,35,625.83
agent_3263,8,65,626.15
agent_3264,63,75,627.89
agent_3265,22,76,628.09
agent_3266,72,80,629.65
agent_3267,72,40,630.18
agent_3268,12,24,630.27
agent_3269,72,80,630.89
agent_3270,86,38,631.14
agent_3271,34,36,632.02
agent_3272,64,7,632.46
agent_3273,27,7,633.04
agent_3274,26,40,633.7
agent_3275,42,5,633.71
agent_3276,1,20,635.52
agent_3277,84,72,636.76
agent_3278,36,35,637.16
agent_3279,45,77,637.43
agent_3280,83,56,637.57
agent_3281,3,13,637.67
agent_3282,0,64,637.68
agent_3283,76,60,638.39
agent_3284,32,46,638.77
agent_3285,81,37,639.36
agent_3286,16,81,640.31
agent_3287,64,8,641.1
agent_3288,14,70,641.68
agent_3289,28,41,641.68
agent_3290,74,53,642.25
agent_3291,32,27,642.27
agent_3292,88,24,642.5
agent_3293,14,88,643.59
agent_3294,38,77,643.68
agent_3295,50,83,644.9
agent_3296,21,75,645.95
agent_3297,23,0,647.43
agent_3298,41,81,650.06
agent_3299,28,25,650.67
agent_3300,74,20,652.27
agent_3301,41,45,652.97
agent_3302,76,78,653.66
agent_3303,13,26,654.17
agent_3304,56,37,654.8
agent_3305,3,34,656.02
agent_3306,25,84,657.0
agent_3307,15,25,659.28
agent_3308,15,53,660.12
agent_3309,77,52,666.23
agent_3310,31,50,666.73
agent_3311,58,47,667.09
agent_3312,51,32,667.11
agent_3313,15,38,669.42
agent_3314,52,22,671.77
agent_3315,85,86,675.35
agent_3316,0,83,675.55
agent_3317,76,55,675.98
agent_3318,64,21,678.63
agent_3319,73,87,681.21
agent_3320,7,87,682.07
agent_3321,27,31,682.95
agent_3322,10,31,683.49
agent_3323,70,31,685.18
agent_3324,12,77,686.24
agent_3325,2,72,686.38
agent_3326,21,80,687.2
agent_3327,65,25,687.21
agent_3328,65,25,690.11
agent_3329,78,37,690.89
agent_3330,33,76,691.26
agent_3331,63,24,691.68
agent_3332,74,61,696.16
agent_3333,65,54,696.19
agent_3334,50,48,697.6
agent_3335,65,56,698.61
agent_3336,40,17,700.16
agent_3337,17,23,700.46
agent_3338,40,72,701.07
agent_3339,20,68,701.42
agent_3340,81,35,702.52
agent_3341,22,87,703.07
agent_3342,3,68,705.69
agent_3343,75,81,707.02
agent_3344,0,40,708.48
agent_3345,31,22,708.77
agent_3346,26,80,709.32
agent_3347,70,17,710.11
agent_3348,16,17,712.69
agent_3349,86,80,714.04
agent_3350,52,50,716.68
agent_3351,13,65,722.27
agent_3352,0,62,723.13
agent_3353,35,74,723.27
agent_3354,17,23,724.05
agent_3355,74,13,724.48
agent_3356,34,33,726.82
agent_3357,0,24,726.89
agent_3358,78,45,732.22
agent_3359,16,41,732.94
agent_3360,64,22,734.05
agent_3361,85,43,734.25
agent_3362,21,41,734.49
agent_3363,34,7,736.75
agent_3364,16,58,738.21
agent_3365,23,71,739.73
agent_3366,61,74,742.04
agent_3367,27,68,742.04
agent_3368,4,6,742.55
agent_3369,50,15,744.66
agent_3370,11,16,744.71
agent_3371,13,50,745.41
agent_3372,35,86,745.62
agent_3373,57,30,748.37
agent_3374,3,10,748.56
agent_3375,5,53,748.86
agent_3376,63,17,749.36
agent_3377,71,4,752.23
agent_3378,37,27,752.62
agent_3379,1,82,752.66
agent_3380,2,14,752.89
agent_3381,77,54,753.9
agent_3382,58,21,754.0
agent_3383,14,67,756.63
agent_3384,44,14,757.08
agent_3385,83,62,759.02
agent_3386,20,15,759.47
agent_3387,10,87,759.83
agent_3388,74,38,764.04
agent_3389,66,16,764.8
agent_3390,13,82,765.64
agent_3391,78,36,769.18
agent_3392,28,47,771.82
agent_3393,56,33,777.68
agent_3394,41,76,778.38
agent_3395,24,28,779.45
agent_3396,45,85,779.82
agent_3397,43,6,781.48
agent_3398,67,65,782.76
agent_3399,26,15,784.01
agent_3400,73,42,786.4
agent_3401,78,48,786.42
agent_3402,55,37,786.51
agent_3403,12,36,787.13
agent_3404,11,74,790.54
agent_3405,10,47,795.34
agent_3406,46,50,795.8
agent_3407,23,31,796.56
agent_3408,76,68,796.84
agent_3409,82,11,796.98
agent_3410,2,26,801.3
agent_3411,82,41,802.86
agent_3412,84,35,802.94
agent_3413,26,46,804.3
agent_3414,60,77,807.78
agent_3415,72,34,808.03
agent_3416,76,86,811.8
agent_3417,78,88,813.29
agent_3418,52,21,818.72
agent_3419,75,21,822.78
agent_3420,35,81,824.18
agent_3421,65,61,827.04
agent_3422,0,84,827.67
agent_3423,75,32,828.94
agent_3424,42,16,829.55
agent_3425,71,16,829.88
agent_3426,81,53,830.85
agent_3427,74,30,830.93
agent_3428,42,6,831.47
agent_3429,61,78,832.83
agent_3430,70,27,836.03
agent_3431,55,8,837.89
agent_3432,21,65,838.96
agent_3433,53,12,840.96
agent_3434,37,47,841.35
agent_3435,78,40,844.83
agent_3436,67,27,847.91
agent_3437,48,85,847.95
agent_3438,21,87,851.57
agent_3439,11,37,851.97
agent_3440,35,56,854.61
agent_3441,44,41,856.63
agent_3442,3,43,863.02
agent_3443,58,26,864.08
agent_3444,73,6,871.71
agent_3445,83,7,873.13
agent_3446,28,67,874.34
agent_3447,10,21,874.83
agent_3448,85,46,882.53
agent_3449,30,28,891.32
agent_3450,75,16,894.4
agent_3451,61,56,894.96
agent_3452,68,33,897.39
agent_3453,38,33,899.74
agent_3454,26,51,900.65
agent_3455,75,85,900.73
agent_3456,56,30,904.93
agent_3457,21,41,906.81
agent_3458,85,88,906.91
agent_3459,27,71,907.45
agent_3460,33,83,908.17
agent_3461,80,4,908.88
agent_3462,25,81,918.25
agent_3463,70,68,919.34
agent_3464,3,12,922.57
agent_3465,86,2,925.76
agent_3466,27,38,931.57
agent_3467,61,72,933.1
agent_3468,74,38,933.8
agent_3469,65,50,934.5
agent_3470,3,74,938.09
agent_3471,45,68,940.63
agent_3472,83,85,943.18
agent_3473,71,21,944.48
agent_3474,15,41,954.04
agent_3475,4,32,962.06
agent_3476,71,4,962.68
agent_3477,71,46,965.05
agent_3478,14,5,967.61
agent_3479,56,24,968.68
agent_3480,44,41,969.11
agent_3481,81,30,969.17
agent_3482,68,82,971.17
agent_3483,44,14,974.85
agent_3484,28,2,975.99
agent_3485,5,81,976.62
agent_3486,11,52,979.48
agent_3487,81,44,980.7
agent_3488,7,23,981.04
agent_3489,43,73,982.86
agent_3490,57,53,986.63
agent_3491,65,86,995.27
agent_3492,56,24,995.3
agent_3493,36,62,1001.83
agent_3494,51,0,1002.88
agent_3495,53,27,1006.66
agent_3496,12,63,1011.32
agent_3497,35,64,1021.93
agent_3498,43,24,1022.23
agent_3499,4,62,1028.61
agent_3500,75,25,1029.85
agent_3501,57,26,1034.98
agent_3502,55,18,1036.54
agent_3503,4,42,1043.19
agent_3504,25,32,1043.92
agent_3505,57,48,1043.95
agent_3506,36,58,1052.76
agent_3507,11,48,1052.76
agent_3508,56,31,1054.3
agent_3509,35,32,1056.98
agent_3510,58,21,1057.46
agent_3511,55,7,1058.26
agent_3512,64,62,1058.59
agent_3513,84,77,1059.13
agent_3514,61,88,1059.28
agent_3515,78,13,1061.37
agent_3516,77,7,1062.61
agent_3517,6,55,1081.66
agent_3518,37,33,1082.82
agent_3519,23,72,1083.69
agent_3520,0,33,1086.15
agent_3521,66,22,1086.72
agent_3522,68,40,1100.27
agent_3523,6,53,1107.15
agent_3524,65,36,1108.29
agent_3525,13,20,1115.63
agent_3526,54,70,1125.55
agent_3527,41,55,1126.5
agent_3528,33,68,1126.56
agent_3529,70,2,1129.47
agent_3530,77,83,1130.45
agent_3531,45,13,1134.6
agent_3532,36,62,1135.73
agent_3533,26,51,1145.14
agent_3534,10,24,1145.48
agent_3535,40,75,1146.67
agent_3536,23,75,1150.74
agent_3537,88,56,1155.96
agent_3538,83,6,1156.38
agent_3539,87,84,1159.92
agent_3540,1,47,1163.86
agent_3541,83,34,1164.46
agent_3542,43,41,1168.11
agent_3543,42,35,1176.25
agent_3544,8,66,1178.01
agent_3545,26,20,1179.96
agent_3546,50,3,1181.98
agent_3547,33,17,1190.13
agent_3548,16,73,1198.11
agent_3549,24,3,1199.21
agent_3550,12,48,1200.53
agent_3551,68,63,1211.16
agent_3552,78,87,1214.32
agent_3553,60,13,1216.64
agent_3554,13,64,1216.66
agent_3555,40,76,1216.87
agent_3556,76,14,1218.78
agent_3557,28,5,1220.96
agent_3558,22,57,1221.24
agent_3559,51,40,1225.35
agent_3560,31,66,1234.87
agent_3561,80,32,1242.86
agent_3562,11,45,1246.21
agent_3563,83,32,1247.38
agent_3564,23,74,1252.37
agent_3565,7,75,1254.18
agent_3566,82,72,1260.41
agent_3567,4,78,1262.08
agent_3568,27,8,1263.28
agent_3569,43,68,1277.22
agent_3570,48,68,1286.69
agent_3571,46,11,1289.14
agent_3572,88,28,1293.04
agent_3573,48,10,1296.04
agent_3574,45,41,1299.43
agent_3575,47,73,1309.99
agent_3576,45,74,1310.46
agent_3577,28,61,1316.11
agent_3578,83,22,1319.09
agent_3579,62,60,1323.4
agent_3580,63,88,1329.56
agent_3581,16,84,1332.18
agent_3582,43,52,1345.7
agent_3583,5,51,1348.42
agent_3584,31,41,1349.84
agent_3585,23,70,1352.36
agent_3586,47,24,1355.9
agent_3587,14,62,1358.73
agent_3588,60,84,1359.75
agent_3589,52,46,1359.95
agent_3590,4,6,1362.48
agent_3591,81,17,1364.79
agent_3592,0,47,1365.5
agent_3593,21,67,1366.29
agent_3594,21,33,1373.05
agent_3595,5,64,1373.25
agent_3596,44,62,1375.06
agent_3597,34,28,1377.4
agent_3598,70,34,1381.06
agent_3599,73,6,1382.56
agent_3600,5,32,1388.58
agent_3601,7,73,1393.15
agent_3602,6,7,1396.99
agent_3603,74,53,1397.11
agent_3604,81,38,1408.93
agent_3605,34,35,1425.17
agent_3606,31,88,1435.6
agent_3607,87,25,1442.17
agent_3608,50,53,1442.87
agent_3609,83,65,1447.71
agent_3610,50,61,1454.45
agent_3611,84,17,1458.18
agent_3612,27,56,1460.02
agent_3613,60,6,1462.65
agent_3614,20,61,1470.27
agent_3615,18,25,1473.5
agent_3616,4,53,1479.03
agent_3617,13,55,1479.31
agent_3618,58,51,1482.65
agent_3619,88,43,1483.48
agent_3620,8,64,1483.68
agent_3621,56,14,1485.06
agent_3622,51,22,1486.05
agent_3623,0,41,1489.28
agent_3624,3,54,1489.52
agent_3625,18,26,1494.91
agent_3626,86,71,1495.89
agent_3627,57,23,1500.62
agent_3628,7,82,1501.89
agent_3629,7,8,1503.01
agent_3630,86,80,1503.41
agent_3631,76,34,1510.35
agent_3632,32,17,1513.68
agent_3633,48,37,1513.82
agent_3634,3,30,1516.16
agent_3635,10,85,1517.96
agent_3636,47,27,1520.41
agent_3637,56,66,1521.06
agent_3638,46,20,1527.88
agent_3639,3,44,1528.95
agent_3640,55,18,1530.1
agent_3641,41,6,1530.19
agent_3642,44,22,1531.28
agent_3643,72,48,1532.74
agent_3644,12,24,1538.34
agent_3645,16,63,1541.98
agent_3646,28,3,1542.77
agent_3647,17,50,1561.4
agent_3648,3,84,1563.97
agent_3649,88,46,1566.41
agent_3650,30,11,1567.23
agent_3651,78,88,1568.56
agent_3652,83,21,1573.83
agent_3653,33,75,1576.2
agent_3654,41,26,1587.14
agent_3655,77,85,1587.7
agent_3656,1,57,1588.02
agent_3657,63,38,1589.72
agent_3658,68,14,1593.02
agent_3659,74,83,1593.45
agent_3660,77,65,1596.34
agent_3661,0,25,1597.89
agent_3662,1,60,1602.05
agent_3663,25,53,1607.02
agent_3664,88,23,1609.39
agent_3665,1,18,1611.58
agent_3666,5,38,1612.76
agent_3667,2,50,1614.24
agent_3668,50,61,1614.39
agent_3669,27,77,1617.52
agent_3670,27,88,1618.06
agent_3671,10,15,1620.46
agent_3672,68,56,1620.83
agent_3673,87,16,1627.15
agent_3674,1,46,1628.34
agent_3675,48,78,1630.85
agent_3676,88,52,1631.94
agent_3677,85,83,1645.87
agent_3678,7,76,1648.0
agent_3679,32,41,1650.11
agent_3680,22,38,1652.94
agent_3681,88,18,1653.56
agent_3682,5,80,1655.34
agent_3683,62,58,1657.11
agent_3684,48,87,1657.29
agent_3685,50,48,1657.82
agent_3686,3,76,1660.46
agent_3687,7,13,1676.33
agent_3688,81,11,1676.65
agent_3689,86,6,1676.86
agent_3690,60,48,1683.42
agent_3691,81,47,1683.42
agent_3692,47,13,1688.66
agent_3693,5,6,1689.41
agent_3694,2,63,1690.17
agent_3695,8,41,1691.54
agent_3696,46,20,1693.72
agent_3697,85,16,1696.03
agent_3698,17,87,1697.27
agent_3699,65,36,1701.67
agent_3700,13,48,1701.77
agent_3701,33,6,1707.0
agent_3702,63,55,1712.55
agent_3703,33,32,1712.68
agent_3704,21,71,1713.1
agent_3705,82,71,1717.23
agent_3706,4,12,1721.48
agent_3707,86,26,1721.49
agent_3708,31,54,1737.78
agent_3709,54,67,1746.85
agent_3710,10,50,1750.63
agent_3711,56,37,1754.01
agent_3712,15,70,1762.11
agent_3713,0,81,1766.3
agent_3714,13,76,1769.18
agent_3715,70,20,1777.86
agent_3716,31,43,1779.51
agent_3717,34,88,1780.02
agent_3718,48,5,1783.39
agent_3719,55,77,1783.66
agent_3720,65,61,1788.83
agent_3721,30,67,1789.59
agent_3722,56,73,1794.01
agent_3723,62,43,1804.54
agent_3724,61,38,1808.7
agent_3725,58,6,1809.18
agent_3726,41,46,1817.69
agent_3727,25,16,1820.91
agent_3728,5,55,1842.36
agent_3729,45,61,1844.07
agent_3730,34,26,1844.54
agent_3731,70,45,1849.11
agent_3732,77,1,1849.33
agent_3733,4,38,1851.07
agent_3734,41,43,1852.18
agent_3735,12,42,1854.8
agent_3736,15,41,1857.57
agent_3737,16,5,1861.02
agent_3738,50,56,1861.65
agent_3739,56,11,1861.88
agent_3740,48,52,1862.24
agent_3741,68,11,1866.11
agent_3742,0,37,1867.98
agent_3743,58,15,1871.48
agent_3744,87,24,1872.63
agent_3745,13,6,1872.84
agent_3746,4,77,1872.99
agent_3747,87,53,1881.22
agent_3748,87,16,1883.76
agent_3749,8,61,1885.76
agent_3750,87,61,1886.36
agent_3751,81,62,1886.44
agent_3752,60,25,1890.54
agent_3753,42,34,1893.34
agent_3754,2,10,1894.85
agent_3755,2,58,1897.85
agent_3756,22,35,1898.41
agent_3757,10,51,1900.54
agent_3758,15,42,1903.63
agent_3759,78,16,1904.99
agent_3760,21,62,1909.31
agent_3761,64,81,1910.33
agent_3762,38,2,1911.34
agent_3763,52,13,1918.09
agent_3764,83,73,1926.05
agent_3765,28,18,1934.6
agent_3766,28,88,1935.15
agent_3767,6,77,1940.04
agent_3768,8,1,1942.4
agent_3769,65,80,1944.07
agent_3770,37,42,1945.06
agent_3771,41,86,1946.1
agent_3772,63,31,1951.36
agent_3773,45,0,1951.88
agent_3774,52,18,1955.57
agent_3775,58,44,1963.48
agent_3776,54,17,1966.17
agent_3777,68,4,1967.76
agent_3778,46,44,1967.88
agent_3779,53,62,1967.96
agent_3780,62,2,1969.82
agent_3781,60,10,1973.17
agent_3782,43,26,1979.01
agent_3783,47,62,1984.95
agent_3784,54,78,1989.62
agent_3785,27,65,1992.33
agent_3786,85,13,1994.23
agent_3787,15,67,1995.01
agent_3788,12,3,1996.84
agent_3789,56,1,1998.51
agent_3790,83,5,1999.02
agent_3791,0,75,2003.0
agent_3792,18,30,2006.15
agent_3793,84,67,2008.37
agent_3794,77,81,2016.76
agent_3795,51,75,2026.0
agent_3796,22,12,2028.27
agent_3797,71,86,2044.13
agent_3798,55,86,2045.67
agent_3799,40,60,2048.71
agent_3800,65,42,2051.12
agent_3801,30,6,2053.79
agent_3802,52,65,2054.55
agent_3803,37,45,2056.62
agent_3804,77,38,2059.16
agent_3805,85,8,2073.2
agent_3806,85,46,2075.42
agent_3807,61,26,2081.51
agent_3808,21,72,2085.17
agent_3809,63,54,2092.91
agent_3810,23,68,2096.04
agent_3811,58,43,2106.21
agent_3812,12,58,2108.98
agent_3813,4,81,2110.62
agent_3814,20,3,2112.52
agent_3815,65,76,2112.73
agent_3816,21,42,2122.69
agent_3817,11,67,2123.34
agent_3818,58,33,2124.81
agent_3819,5,18,2132.02
agent_3820,53,0,2133.05
agent_3821,2,80,2133.87
agent_3822,85,35,2134.02
agent_3823,87,43,2135.24
agent_3824,87,68,2136.09
agent_3825,65,51,2144.08
agent_3826,72,38,2149.32
agent_3827,6,26,2152.71
agent_3828,71,6,2154.42
agent_3829,2,36,2155.95
agent_3830,50,73,2158.87
agent_3831,76,28,2159.53
agent_3832,87,22,2166.45
agent_3833,78,0,2167.09
agent_3834,26,63,2168.07
agent_3835,5,34,2170.11
agent_3836,70,38,2173.86
agent_3837,75,16,2175.09
agent_3838,40,28,2176.07
agent_3839,71,78,2177.77
agent_3840,38,6,2180.79
agent_3841,45,64,2181.38
agent_3842,75,86,2182.65
agent_3843,37,5,2184.56
agent_3844,55,63,2185.87
agent_3845,82,43,2190.91
agent_3846,4,85,2191.94
agent_3847,0,13,2193.62
agent_3848,88,74,2194.42
agent_3849,77,38,2194.82
agent_3850,22,10,2198.35
agent_3851,62,44,2201.9
agent_3852,20,13,2205.58
agent_3853,6,14,2209.22
agent_3854,7,1,2211.42
agent_3855,67,60,2214.17
agent_3856,55,71,2215.27
agent_3857,84,58,2215.98
agent_3858,83,46,2216.65
agent_3859,8,22,2222.16
agent_3860,85,61,2231.67
agent_3861,28,72,2234.69
agent_3862,62,31,2235.95
agent_3863,62,18,2238.04
agent_3864,11,18,2239.45
agent_3865,86,10,2242.11
agent_3866,80,71,2242.85
agent_3867,10,43,2254.28
agent_3868,86,57,2256.18
agent_3869,13,38,2259.31
agent_3870,72,67,2263.07
agent_3871,42,40,2263.39
agent_3872,30,80,2264.12
agent_3873,82,53,2268.34
agent_3874,37,70,2269.71
agent_3875,38,88,2271.33
agent_3876,24,10,2278.2
agent_3877,20,58,2278.99
agent_3878,44,18,2279.63
agent_3879,27,50,2285.26
agent_3880,83,3,2285.82
agent_3881,83,52,2286.58
agent_3882,12,27,2292.55
agent_3883,50,56,2292.58
agent_3884,8,42,2299.95
agent_3885,27,2,2304.41
agent_3886,47,60,2305.62
agent_3887,77,1,2306.72
agent_3888,28,58,2307.65
agent_3889,23,63,2309.13
agent_3890,45,56,2310.49
agent_3891,20,64,2314.75
agent_3892,61,53,2315.83
agent_3893,31,61,2315.95
agent_3894,56,62,2317.7
agent_3895,80,60,2321.55
agent_3896,54,12,2322.98
agent_3897,73,86,2325.96
agent_3898,74,14,2328.91
agent_3899,48,31,2329.79
agent_3900,4,78,2330.19
agent_3901,2,13,2333.04
agent_3902,21,17,2337.76
agent_3903,11,30,2339.11
agent_3904,38,54,2339.22
agent_3905,87,8,2341.42
agent_3906,44,6,2342.05
agent_3907,74,16,2344.49
agent_3908,45,44,2353.9
agent_3909,85,60,2357.7
agent_3910,41,38,2358.16
agent_3911,14,28,2358.9
agent_3912,76,31,2361.12
agent_3913,48,44,2362.75
agent_3914,61,16,2373.04
agent_3915,21,7,2375.62
agent_3916,48,56,2385.75
agent_3917,80,7,2389.33
agent_3918,80,64,2390.45
agent_3919,64,35,2392.74
agent_3920,38,3,2394.2
agent_3921,48,20,2394.86
agent_3922,4,8,2394.94
agent_3923,24,61,2395.84
agent_3924,64,4,2400.26
agent_3925,14,31,2401.15
agent_3926,57,64,2401.51
agent_3927,38,24,2402.66
agent_3928,10,83,2405.34
agent_3929,87,10,2406.08
agent_3930,52,10,2407.25
agent_3931,60,54,2409.77
agent_3932,73,65,2411.13
agent_3933,17,62,2414.23
agent_3934,2,4,2417.64
agent_3935,82,57,2420.16
agent_3936,61,70,2420.16
agent_3937,43,56,2423.9
agent_3938,52,13,2427.63
agent_3939,50,60,2432.5
agent_3940,52,62,2433.9
agent_3941,32,45,2435.89
agent_3942,11,3,2436.09
agent_3943,67,44,2445.11
agent_3944,20,56,2452.72
agent_3945,23,0,2456.37
agent_3946,25,38,2472.04
agent_3947,70,37,2474.57
agent_3948,76,80,2475.55
agent_3949,32,3,2476.47
agent_3950,6,3,2478.59
agent_3951,30,78,2486.81
agent_3952,38,71,2487.23
agent_3953,50,80,2489.54
agent_3954,88,6,2503.91
agent_3955,67,15,2504.67
agent_3956,25,72,2512.57
agent_3957,56,42,2517.09
agent_3958,67,75,2518.15
agent_3959,58,55,2518.51
agent_3960,46,21,2522.75
agent_3961,86,57,2523.36
agent_3962,8,75,2526.61
agent_3963,37,61,2530.14
agent_3964,31,81,2532.33
agent_3965,78,47,2534.75
agent_3966,3,61,2536.64
agent_3967,72,55,2543.28
agent_3968,7,43,2547.78
agent_3969,86,36,2548.61
agent_3970,16,68,2554.86
agent_3971,44,0,2557.07
agent_3972,65,16,2561.09
agent_3973,28,17,2561.23
agent_3974,20,56,2569.88
agent_3975,53,10,2570.56
agent_3976,44,21,2570.79
agent_3977,8,24,2576.87
agent_3978,0,63,2578.88
agent_3979,84,3,2580.72
agent_3980,64,70,2583.7
agent_3981,52,51,2598.83
agent_3982,47,37,2600.27
agent_3983,8,24,2603.8
agent_3984,78,34,2618.27
agent_3985,78,36,2618.55
agent_3986,22,35,2620.69
agent_3987,36,21,2625.73
agent_3988,7,21,2626.96
agent_3989,84,3,2627.84
agent_3990,4,46,2628.34
agent_3991,22,34,2628.35
agent_3992,54,20,2630.51
agent_3993,11,53,2633.33
agent_3994,84,53,2634.9
agent_3995,68,46,2639.23
agent_3996,36,30,2643.46
agent_3997,74,1,2644.67
agent_3998,27,7,2647.84
agent_3999,45,47,2671.23
