Agent,w_0,w_1,w_2,w_3
agent_2998,0.476519,0.756506,0.246946,0.000000
agent_2999,0.687469,0.848514,0.372783,0.000000
agent_3000,0.644961,0.768350,0.371454,0.000000
agent_3001,0.696042,0.734385,0.391891,0.232117
agent_3002,0.681557,0.988083,0.308472,0.928362
agent_3003,0.620990,0.848244,0.313269,0.096287
agent_3004,0.563461,0.699016,0.173236,0.561515
agent_3005,0.501300,0.876493,0.514033,0.000000
agent_3006,0.585153,0.809837,0.381225,0.199497
agent_3007,0.629487,0.676923,0.270051,0.222388
agent_3008,0.596425,0.813506,0.428105,0.000000
agent_3009,0.749026,0.633301,0.424829,0.000000
agent_3010,0.586521,0.846670,0.471293,0.149090
agent_3011,0.719044,0.817105,0.524882,0.000000
agent_3012,0.523499,0.946954,0.500898,0.000000
agent_3013,0.681636,0.825866,0.337844,0.000000
agent_3014,0.541031,0.980757,0.335923,0.162956
agent_3015,0.459936,0.781452,0.297095,0.173959
agent_3016,0.594729,0.993206,0.466216,0.319559
agent_3017,0.554742,0.813353,0.324765,0.000000
agent_3018,0.530763,0.733571,0.570722,0.455303
agent_3019,0.750678,0.863442,0.373842,0.085611
agent_3020,0.523379,0.786486,0.374150,0.333395
agent_3021,0.576111,0.797473,0.308254,0.617046
agent_3022,0.629257,0.952811,0.438366,0.519883
agent_3023,0.489005,0.426845,0.480273,0.912810
agent_3024,0.674436,0.904143,0.408391,0.292414
agent_3025,0.638134,0.736445,0.369814,1.000000
agent_3026,0.565814,0.690491,0.245375,0.759643
agent_3027,0.505882,0.874849,0.496229,0.006381
agent_3028,0.470246,0.822460,0.199051,0.233601
agent_3029,0.637363,0.638916,0.560857,0.000000
agent_3030,0.726142,0.892923,0.373108,0.202801
agent_3031,0.528634,0.784072,0.442675,0.174134
agent_3032,0.533329,0.763756,0.415711,0.207561
agent_3033,0.547495,0.821011,0.420121,0.000000
agent_3034,0.685525,0.904547,0.195899,0.874522
agent_3035,0.537956,0.733421,0.509634,0.381461
agent_3036,0.563721,0.721908,0.291727,0.126695
agent_3037,0.590705,0.748221,0.430919,0.000000
agent_3038,0.636391,0.867934,0.251789,0.280775
agent_3039,0.610709,0.696727,0.435445,0.000000
agent_3040,0.595364,0.944878,0.355220,0.000000
agent_3041,0.608858,0.813281,0.454269,0.750641
agent_3042,0.566762,0.650950,0.443934,0.113046
agent_3043,0.634245,0.832112,0.277352,0.000000
agent_3044,0.731354,1.000000,0.265650,0.169616
agent_3045,0.575943,0.812116,0.502652,0.457506
agent_3046,0.571977,0.924525,0.603540,0.318857
agent_3047,0.639702,0.836853,0.152553,0.614896
agent_3048,0.486441,0.774009,0.329734,0.415275
agent_3049,0.611821,0.636564,0.322475,0.828339
agent_3050,0.501614,0.901966,0.481489,0.448999
agent_3051,0.500997,0.863239,0.675038,0.012464
agent_3052,0.579154,1.000000,0.400614,0.570712
agent_3053,0.435661,0.963335,0.364164,0.142955
agent_3054,0.606554,0.613642,0.284699,0.149505
agent_3055,0.668255,0.767111,0.412658,0.005699
agent_3056,0.591952,0.893947,0.479597,0.691992
agent_3057,0.646264,0.767437,0.487236,0.000000
agent_3058,0.486916,0.707146,0.515261,0.425747
agent_3059,0.583542,0.613384,0.345382,0.257252
agent_3060,0.654321,0.751809,0.222365,0.232345
agent_3061,0.520978,0.816757,0.302219,0.156421
agent_3062,0.579637,0.892487,0.458022,0.288015
agent_3063,0.630189,0.817098,0.358259,0.000000
agent_3064,0.495887,0.810620,0.347302,0.102631
agent_3065,0.676008,0.778500,0.502237,0.246212
agent_3066,0.693205,0.707370,0.304957,0.297626
agent_3067,0.632114,0.811346,0.290022,0.809969
agent_3068,0.719498,0.783789,0.360129,0.437205
agent_3069,0.518153,1.000000,0.392633,0.454054
agent_3070,0.723822,0.908080,0.215206,0.000000
agent_3071,0.650720,0.620058,0.453064,0.843540
agent_3072,0.694590,0.932682,0.440815,0.000000
agent_3073,0.459040,0.836916,0.489572,0.101375
agent_3074,0.728684,0.792291,0.472995,0.718568
agent_3075,0.477800,0.746326,0.445745,0.549575
agent_3076,0.633687,0.875810,0.513582,0.182867
agent_3077,0.665660,0.821203,0.282295,0.455223
agent_3078,0.671892,0.834807,0.374540,0.000000
agent_3079,0.727879,0.710507,0.388616,0.000000
agent_3080,0.626860,0.886231,0.388600,0.338298
agent_3081,0.583909,0.726722,0.460257,0.465189
agent_3082,0.569515,1.000000,0.237600,0.451591
agent_3083,0.596242,0.896052,0.389916,0.403964
agent_3084,0.755745,0.717718,0.445588,0.110929
agent_3085,0.679705,0.663509,0.574101,0.000000
agent_3086,0.596757,0.800917,0.230281,0.761748
agent_3087,0.637336,0.828150,0.527676,0.214355
agent_3088,0.673916,0.758699,0.316519,0.552774
agent_3089,0.552523,0.694937,0.429821,0.000000
agent_3090,0.726000,0.849023,0.428532,0.384573
agent_3091,0.676320,0.701291,0.348815,0.969125
agent_3092,0.683508,0.921978,0.438066,0.345508
agent_3093,0.557429,0.819930,0.494558,0.785838
agent_3094,0.640696,0.567980,0.451434,0.367584
agent_3095,0.703948,0.850706,0.526776,0.721861
agent_3096,0.624806,0.835213,0.414414,0.511611
agent_3097,0.578509,0.883496,0.537580,0.259608
agent_3098,0.543455,0.790593,0.270324,0.026888
agent_3099,0.568607,0.678434,0.488794,0.410122
agent_3100,0.516628,0.721421,0.488176,0.400344
agent_3101,0.635530,0.804803,0.361462,0.226438
agent_3102,0.689328,0.788189,0.444071,0.283814
agent_3103,0.602325,0.674272,0.448451,0.515356
agent_3104,0.513255,0.632500,0.591936,0.384533
agent_3105,0.585389,0.766949,0.283564,0.114159
agent_3106,0.810343,0.724223,0.380415,0.000000
agent_3107,0.667636,0.801950,0.525205,0.000000
agent_3108,0.719787,0.661847,0.395302,0.240325
agent_3109,0.595858,0.705942,0.432061,0.000000
agent_3110,0.759843,0.911039,0.239550,0.000000
agent_3111,0.591414,0.780592,0.393695,0.623690
agent_3112,0.661955,0.765341,0.315187,0.107785
agent_3113,0.702019,0.784130,0.429969,0.074769
agent_3114,0.673441,0.837603,0.476235,0.324825
agent_3115,0.443714,0.721182,0.268802,0.000000
agent_3116,0.592014,0.962888,0.492768,0.000000
agent_3117,0.612450,0.746577,0.402242,0.306146
agent_3118,0.730823,0.720727,0.357778,0.000000
agent_3119,0.534570,0.878518,0.374272,0.349812
agent_3120,0.457658,0.837411,0.240169,0.478790
agent_3121,0.475870,0.755036,0.425663,0.163661
agent_3122,0.444334,0.749544,0.575573,0.000000
agent_3123,0.689680,0.818041,0.480231,0.280272
agent_3124,0.673977,0.813009,0.393315,0.354265
agent_3125,0.546816,0.858461,0.567220,0.449772
agent_3126,0.617782,0.817163,0.377645,0.235941
agent_3127,0.625350,0.722271,0.418858,0.213420
agent_3128,0.589704,0.776131,0.013890,0.000000
agent_3129,0.548286,1.000000,0.642731,0.233423
agent_3130,0.692774,1.000000,0.402438,0.000000
agent_3131,0.581283,0.644943,0.419686,0.000000
agent_3132,0.618378,0.780035,0.293656,0.203081
agent_3133,0.640396,0.841443,0.290847,1.000000
agent_3134,0.530373,0.870241,0.504196,0.349749
agent_3135,0.765735,0.839192,0.482362,0.000000
agent_3136,0.553846,0.804466,0.361616,0.357439
agent_3137,0.668066,0.678889,0.439797,1.000000
agent_3138,0.448777,0.803957,0.381853,0.489712
agent_3139,0.425020,0.700542,0.527666,0.159722
agent_3140,0.499598,0.816053,0.604433,0.000000
agent_3141,0.570938,0.748667,0.498142,0.116681
agent_3142,0.588455,0.771224,0.407593,1.000000
agent_3143,0.462818,0.777008,0.440778,0.165839
agent_3144,0.656741,0.785443,0.336442,0.000000
agent_3145,0.614837,0.753542,0.385720,0.000000
agent_3146,0.417312,0.794829,0.381181,0.938042
agent_3147,0.565104,0.841703,0.385218,0.000000
agent_3148,0.695864,0.860718,0.153309,0.502498
agent_3149,0.616733,0.630099,0.439543,0.017422
agent_3150,0.567859,0.963157,0.488683,0.000000
agent_3151,0.645945,0.786518,0.295666,0.000000
agent_3152,0.525686,0.801949,0.377186,0.252582
agent_3153,0.608834,0.729709,0.155320,0.517344
agent_3154,0.526580,0.822893,0.273035,0.638188
agent_3155,0.519484,0.722738,0.591287,0.640898
agent_3156,0.685403,0.696247,0.404735,0.520783
agent_3157,0.556315,0.855357,0.406266,0.000000
agent_3158,0.634539,0.749969,0.248822,0.755194
agent_3159,0.723588,0.848859,0.476313,0.021133
agent_3160,0.605881,0.723909,0.231194,0.898678
agent_3161,0.594610,0.807884,0.446191,0.000000
agent_3162,0.385275,0.647117,0.547024,0.000000
agent_3163,0.708742,0.588841,0.272978,0.000000
agent_3164,0.613325,0.682097,0.723543,0.493345
agent_3165,0.416253,0.961067,0.340691,0.000000
agent_3166,0.607836,0.772225,0.482128,0.000000
agent_3167,0.575614,0.823708,0.314795,0.000000
agent_3168,0.693995,0.752499,0.427176,0.313829
agent_3169,0.656173,0.772088,0.418623,0.000000
agent_3170,0.705040,0.832680,0.190358,0.241217
agent_3171,0.802122,0.678024,0.314276,0.598310
agent_3172,0.584323,0.774992,0.453566,0.404286
agent_3173,0.595982,0.725766,0.436044,0.000000
agent_3174,0.819577,0.970648,0.432360,0.000000
agent_3175,0.627398,0.966674,0.545633,0.194488
agent_3176,0.652432,0.854008,0.410797,0.000000
agent_3177,0.559562,0.758398,0.447536,0.295739
agent_3178,0.639137,0.808351,0.356894,0.441606
agent_3179,0.612674,0.966897,0.263410,0.317171
agent_3180,0.651379,0.957102,0.497719,0.095536
agent_3181,0.410772,1.000000,0.495979,0.362737
agent_3182,0.587832,0.768223,0.455920,0.000000
agent_3183,0.721701,0.599066,0.279326,0.565015
agent_3184,0.483663,0.907336,0.388586,0.057970
agent_3185,0.556708,0.802589,0.267659,0.000000
agent_3186,0.543152,0.869040,0.353943,0.000000
agent_3187,0.645945,0.740719,0.383085,0.061430
agent_3188,0.567187,0.798895,0.361886,0.469894
agent_3189,0.579097,0.800057,0.418034,0.409007
agent_3190,0.577395,0.740633,0.313455,0.685856
agent_3191,0.655731,0.773739,0.426588,0.000000
agent_3192,0.685922,0.676547,0.411573,0.622528
agent_3193,0.508362,0.809736,0.328539,0.465154
agent_3194,0.559232,0.835645,0.417663,0.742515
agent_3195,0.496373,0.808789,0.332743,0.535305
agent_3196,0.587969,0.865429,0.391732,0.290545
agent_3197,0.566088,0.767916,0.280543,0.677788
agent_3198,0.796961,0.919662,0.393569,0.573103
agent_3199,0.558216,0.951044,0.381988,0.000000
agent_3200,0.702203,0.735880,0.399559,0.000000
agent_3201,0.428394,0.925725,0.296884,0.099846
agent_3202,0.605402,0.851607,0.351875,0.000000
agent_3203,0.677008,0.710694,0.385657,0.000000
agent_3204,0.762713,0.900518,0.449201,0.843924
agent_3205,0.553210,0.871894,0.294113,0.291244
agent_3206,0.764943,0.888600,0.467864,0.000000
agent_3207,0.557539,0.768260,0.398942,0.397031
agent_3208,0.609162,0.610318,0.499509,0.000000
agent_3209,0.560541,0.858671,0.229070,0.000000
agent_3210,0.476518,0.927248,0.381111,0.000000
agent_3211,0.530686,0.951064,0.323565,0.000000
agent_3212,0.568818,0.738928,0.431546,0.000000
agent_3213,0.690617,0.727734,0.370423,0.397166
agent_3214,0.640068,0.741990,0.361885,0.000000
agent_3215,0.592628,0.746819,0.364488,0.156523
agent_3216,0.676069,0.919419,0.382479,0.508852
agent_3217,0.619577,0.952486,0.362470,0.555892
agent_3218,0.475050,0.835925,0.428522,0.000000
agent_3219,0.610843,1.000000,0.526055,0.054471
agent_3220,0.867723,0.945244,0.607338,0.173704
agent_3221,0.687819,0.651366,0.390076,0.090809
agent_3222,0.571110,0.821480,0.498458,0.768869
agent_3223,0.633704,0.865362,0.214689,0.342897
agent_3224,0.604557,0.775849,0.431961,0.131266
agent_3225,0.406077,0.690714,0.475146,0.464916
agent_3226,0.555461,0.885239,0.425642,0.000000
agent_3227,0.500062,0.904605,0.446868,0.218469
agent_3228,0.440637,1.000000,0.189499,0.173014
agent_3229,0.712764,0.866416,0.486763,0.219287
agent_3230,0.473587,0.771874,0.414078,0.332897
agent_3231,0.674495,0.941596,0.417912,0.000000
agent_3232,0.447885,1.000000,0.374095,0.298466
agent_3233,0.709055,0.814583,0.518473,0.486034
agent_3234,0.611987,0.581210,0.305840,0.010618
agent_3235,0.548171,0.756924,0.411835,0.000000
agent_3236,0.565438,0.696322,0.472839,0.000000
agent_3237,0.490058,0.921961,0.378811,0.187650
agent_3238,0.491554,0.800963,0.355218,0.621059
agent_3239,0.496216,0.787224,0.384319,0.000000
agent_3240,0.615287,0.911616,0.229464,0.139426
agent_3241,0.756232,0.893746,0.328440,0.476008
agent_3242,0.603260,0.940752,0.427023,0.775096
agent_3243,0.708291,0.748170,0.546817,0.612439
agent_3244,0.446411,0.811518,0.455669,0.000000
agent_3245,0.656331,0.666881,0.344881,0.698576
agent_3246,0.573354,0.651230,0.236749,0.763878
agent_3247,0.618171,0.744784,0.479437,0.000000
agent_3248,0.380868,0.693483,0.371245,0.115790
agent_3249,0.671107,0.749820,0.226777,0.284380
agent_3250,0.699426,0.855467,0.285431,0.210085
agent_3251,0.600861,0.848148,0.263534,0.395629
agent_3252,0.446150,0.683735,0.326758,0.363130
agent_3253,0.572763,0.806678,0.275456,0.000000
agent_3254,0.389080,0.775940,0.310923,0.201893
agent_3255,0.658415,0.629322,0.342708,0.433419
agent_3256,0.619286,0.774858,0.260386,0.000000
agent_3257,0.685918,0.851055,0.456849,0.000000
agent_3258,0.751566,0.816362,0.506567,0.651031
agent_3259,0.653073,0.716149,0.455326,0.000000
agent_3260,0.446169,0.816715,0.385714,0.307069
agent_3261,0.556862,0.854150,0.465883,0.680345
agent_3262,0.554464,0.727766,0.308675,0.142652
agent_3263,0.576481,0.666085,0.532859,0.156515
agent_3264,0.631230,0.762580,0.368046,0.043018
agent_3265,0.616517,0.819263,0.258469,0.000000
agent_3266,0.515041,0.777272,0.409524,0.078078
agent_3267,0.514477,0.810835,0.291224,0.547143
agent_3268,0.498422,1.000000,0.329231,0.568706
agent_3269,0.737309,0.925223,0.435529,0.147357
agent_3270,0.448505,0.854932,0.469392,0.000000
agent_3271,0.438264,0.831903,0.593971,0.303227
agent_3272,0.536146,0.751939,0.511743,0.000000
agent_3273,0.517244,0.881632,0.458955,0.000000
agent_3274,0.775415,0.633867,0.457352,0.199628
agent_3275,0.525885,0.715513,0.388286,0.022696
agent_3276,0.590769,0.892414,0.458005,0.362460
agent_3277,0.557564,0.762838,0.547995,0.041832
agent_3278,0.524748,0.685878,0.488203,0.267756
agent_3279,0.818720,0.660845,0.545455,0.600744
agent_3280,0.476330,0.881035,0.441897,0.792422
agent_3281,0.665619,0.840679,0.238624,0.098841
agent_3282,0.566314,0.938261,0.353375,0.000000
agent_3283,0.576265,0.959024,0.390468,0.000000
agent_3284,0.475480,0.882163,0.593609,0.000000
agent_3285,0.702554,0.907313,0.307154,0.380148
agent_3286,0.681604,0.709642,0.330040,0.136145
agent_3287,0.522253,0.894023,0.448534,0.000000
agent_3288,0.485178,0.853697,0.395215,0.649644
agent_3289,0.576317,0.704326,0.509191,0.339925
agent_3290,0.521375,0.667736,0.349218,0.352979
agent_3291,0.439299,0.834313,0.279949,0.467872
agent_3292,0.655942,0.549845,0.366634,0.074989
agent_3293,0.477137,0.916411,0.464107,0.273179
agent_3294,0.375676,0.774712,0.438222,0.000000
agent_3295,0.467470,0.655733,0.141052,0.235655
agent_3296,0.632877,0.780796,0.316382,0.121981
agent_3297,0.668568,0.769166,0.315031,0.164700
agent_3298,0.644083,0.772561,0.502659,0.473099
agent_3299,0.652882,0.768641,0.447155,0.026491
agent_3300,0.608761,0.978303,0.552128,0.070303
agent_3301,0.605359,0.738725,0.424010,0.557703
agent_3302,0.480716,0.672347,0.485482,0.000000
agent_3303,0.537348,0.876571,0.394140,0.445272
agent_3304,0.439159,0.814957,0.507194,0.341207
agent_3305,0.503224,0.912533,0.400266,0.000000
agent_3306,0.468999,0.902210,0.416059,0.000000
agent_3307,0.556802,0.745440,0.370646,0.000000
agent_3308,0.562175,0.923057,0.472241,0.000000
agent_3309,0.505913,0.920709,0.446526,0.083446
agent_3310,0.676331,0.894661,0.447430,0.600637
agent_3311,0.490230,0.872900,0.427610,0.415418
agent_3312,0.451404,0.695958,0.465763,0.000000
agent_3313,0.403038,0.593535,0.334213,0.456792
agent_3314,0.697819,0.576369,0.548452,0.000000
agent_3315,0.426766,0.788139,0.215622,0.034178
agent_3316,0.501975,0.829698,0.610060,0.228720
agent_3317,0.540568,0.767322,0.412888,0.754049
agent_3318,0.591586,0.671496,0.303944,0.161140
agent_3319,0.512719,0.812771,0.514547,0.535038
agent_3320,0.605545,0.861715,0.475857,0.610188
agent_3321,0.595811,0.766074,0.441809,0.000000
agent_3322,0.684905,0.606135,0.223645,1.000000
agent_3323,0.567564,0.557928,0.507620,0.297682
agent_3324,0.665541,0.667817,0.520736,0.134332
agent_3325,0.496245,0.743934,0.563942,0.000000
agent_3326,0.783267,0.909019,0.464496,0.179533
agent_3327,0.548537,0.784199,0.473625,0.000000
agent_3328,0.690556,0.852717,0.356266,0.123252
agent_3329,0.607631,0.866268,0.498423,0.000000
agent_3330,0.532240,0.885654,0.361087,0.501495
agent_3331,0.640059,0.879633,0.311368,0.986924
agent_3332,0.656892,0.802020,0.260695,0.463474
agent_3333,0.451793,0.807673,0.383683,0.000000
agent_3334,0.596286,0.769848,0.430667,0.977741
agent_3335,0.707247,0.801462,0.342359,0.485032
agent_3336,0.664387,0.757243,0.421613,0.193145
agent_3337,0.545746,1.000000,0.251126,0.213965
agent_3338,0.382160,0.849149,0.408727,0.000000
agent_3339,0.551185,0.823403,0.499818,0.000000
agent_3340,0.583269,0.668831,0.507618,0.591830
agent_3341,0.523302,0.826575,0.337243,0.017435
agent_3342,0.822555,0.684913,0.370976,0.000000
agent_3343,0.649430,0.985877,0.470850,0.139297
agent_3344,0.624296,0.882899,0.338105,0.515457
agent_3345,0.648649,0.944707,0.529166,0.152149
agent_3346,0.649742,0.954217,0.166940,0.360041
agent_3347,0.761230,0.881159,0.410935,0.000000
agent_3348,0.450602,0.740589,0.440599,0.000000
agent_3349,0.452157,0.734674,0.393488,0.628409
agent_3350,0.591397,0.904198,0.456201,0.108241
agent_3351,0.599239,0.662042,0.481708,0.000000
agent_3352,0.639764,1.000000,0.432034,0.000000
agent_3353,0.635141,0.856689,0.366996,0.007746
agent_3354,0.523808,0.742240,0.379421,0.443499
agent_3355,0.736464,0.816327,0.467811,0.000000
agent_3356,0.681341,0.802821,0.398490,0.214986
agent_3357,0.413521,0.768889,0.252717,0.982825
agent_3358,0.593731,0.746789,0.283856,0.257334
agent_3359,0.491995,0.925783,0.364289,0.284234
agent_3360,0.594940,0.812424,0.375756,0.000000
agent_3361,0.584024,0.870830,0.219209,0.000000
agent_3362,0.392749,0.874831,0.301989,0.154396
agent_3363,0.726886,0.718082,0.527421,0.491191
agent_3364,0.661503,0.838907,0.478097,0.667427
agent_3365,0.513341,0.780484,0.429570,0.527581
agent_3366,0.506823,0.761413,0.499710,0.000000
agent_3367,0.627238,0.880463,0.455046,0.199457
agent_3368,0.713973,0.828191,0.429015,0.476153
agent_3369,0.697838,0.605926,0.625051,0.000000
agent_3370,0.535257,0.678962,0.244053,0.480525
agent_3371,0.653847,0.812336,0.473547,0.000000
agent_3372,0.667958,0.922412,0.486984,0.262991
agent_3373,0.680476,0.838081,0.383264,1.000000
agent_3374,0.687832,0.623301,0.362176,0.272244
agent_3375,0.667613,0.908514,0.280160,0.067747
agent_3376,0.637802,0.853537,0.365820,0.045689
agent_3377,0.634078,0.813517,0.352408,0.000000
agent_3378,0.600283,0.833001,0.426904,0.508828
agent_3379,0.687128,0.988942,0.275553,0.229368
agent_3380,0.594732,0.760956,0.463170,0.000000
agent_3381,0.520438,0.988237,0.423027,0.196484
agent_3382,0.613639,0.597053,0.376041,0.000000
agent_3383,0.497528,0.862087,0.167217,0.578721
agent_3384,0.605689,0.810150,0.423098,0.229684
agent_3385,0.634787,0.757211,0.427736,0.000000
agent_3386,0.392823,0.799543,0.338087,0.280201
agent_3387,0.455210,0.922203,0.225683,0.710994
agent_3388,0.541602,0.794546,0.388212,0.203999
agent_3389,0.705005,0.748229,0.561498,0.346349
agent_3390,0.652954,0.831874,0.419915,0.281821
agent_3391,0.690414,0.764613,0.379240,0.385037
agent_3392,0.599847,0.807027,0.383159,0.852699
agent_3393,0.574405,0.873248,0.464748,0.048565
agent_3394,0.790794,0.695170,0.462074,0.091509
agent_3395,0.628647,0.773002,0.598822,0.846811
agent_3396,0.561394,0.874085,0.508942,0.460423
agent_3397,0.491498,0.851972,0.681985,0.000000
agent_3398,0.445747,0.728538,0.415758,0.191745
agent_3399,0.533260,0.820345,0.376041,0.000000
agent_3400,0.665860,0.580454,0.349804,0.910939
agent_3401,0.566273,0.831099,0.157215,0.000000
agent_3402,0.525759,0.828975,0.456014,0.255163
agent_3403,0.492339,0.876238,0.442853,0.354967
agent_3404,0.531508,0.993373,0.314389,0.000000
agent_3405,0.785502,0.791846,0.315425,0.788439
agent_3406,0.457989,0.854327,0.379936,0.014620
agent_3407,0.500234,0.695963,0.479050,0.000000
agent_3408,0.599994,0.813248,0.401677,0.888085
agent_3409,0.628590,0.851174,0.458069,0.000000
agent_3410,0.657124,0.681349,0.456011,0.940741
agent_3411,0.716915,0.627186,0.410333,0.000000
agent_3412,0.624988,0.820033,0.553201,0.000000
agent_3413,0.655875,0.866244,0.489593,0.060008
agent_3414,0.600868,0.685013,0.455639,0.340911
agent_3415,0.788625,0.680875,0.245393,0.447947
agent_3416,0.512766,0.727550,0.295917,0.322105
agent_3417,0.653149,0.710242,0.247882,0.000000
agent_3418,0.355695,0.597347,0.296813,0.298556
agent_3419,0.401751,0.737385,0.317352,0.000000
agent_3420,0.698234,0.784546,0.273826,0.000000
agent_3421,0.582797,0.906795,0.465855,1.000000
agent_3422,0.464483,0.754580,0.399378,0.032470
agent_3423,0.672985,0.888935,0.446165,0.000000
agent_3424,0.500908,0.699764,0.397558,0.503648
agent_3425,0.600578,0.915563,0.459240,0.000000
agent_3426,0.677753,0.747185,0.302042,0.417011
agent_3427,0.553034,0.841419,0.440269,0.054000
agent_3428,0.529340,0.929261,0.492019,0.000000
agent_3429,0.501495,0.991691,0.310954,0.037799
agent_3430,0.598797,0.861616,0.224967,0.685676
agent_3431,0.631368,0.765550,0.167394,0.311673
agent_3432,0.600764,0.781541,0.237251,0.066541
agent_3433,0.819375,0.782900,0.323257,0.393261
agent_3434,0.667116,0.821752,0.523044,0.000000
agent_3435,0.532117,0.784419,0.242982,0.000000
agent_3436,0.554993,0.843935,0.484399,0.000000
agent_3437,0.736615,0.699557,0.317204,0.145360
agent_3438,0.536517,0.756914,0.434393,0.000000
agent_3439,0.483071,0.759716,0.258807,0.098222
agent_3440,0.537261,0.798796,0.390827,0.000000
agent_3441,0.483033,0.640706,0.266623,0.223221
agent_3442,0.619646,0.772350,0.417700,0.000000
agent_3443,0.644104,0.801529,0.311077,0.000000
agent_3444,0.601089,1.000000,0.471274,0.205516
agent_3445,0.552480,0.802254,0.383017,0.000000
agent_3446,0.612040,0.934000,0.381410,0.403187
agent_3447,0.651697,0.812427,0.262767,0.346374
agent_3448,0.532742,0.779203,0.589212,0.000000
agent_3449,0.584456,0.780665,0.320265,0.224315
agent_3450,0.445351,0.764166,0.297340,0.000000
agent_3451,0.562186,0.899419,0.486749,0.000000
agent_3452,0.404468,0.799045,0.363062,0.000000
agent_3453,0.566957,0.659091,0.355834,0.163157
agent_3454,0.645964,0.661970,0.412687,0.228610
agent_3455,0.478753,0.693058,0.353436,0.470481
agent_3456,0.650314,0.797479,0.327006,0.568673
agent_3457,0.687596,0.658494,0.508554,0.345399
agent_3458,0.685590,0.865357,0.507115,0.369798
agent_3459,0.446625,0.835841,0.260984,0.443759
agent_3460,0.760663,0.696431,0.463664,0.121138
agent_3461,0.689025,0.894002,0.336759,0.564610
agent_3462,0.580209,0.692100,0.390652,0.440906
agent_3463,0.636318,0.693182,0.363754,0.000000
agent_3464,0.569257,0.862682,0.397459,0.000000
agent_3465,0.670024,0.746985,0.617563,0.385856
agent_3466,0.602597,0.804086,0.472075,0.000000
agent_3467,0.596189,0.826430,0.461407,0.000000
agent_3468,0.659827,0.952072,0.406820,0.000000
agent_3469,0.731085,0.718141,0.498491,0.000000
agent_3470,0.793284,0.969056,0.411562,0.331657
agent_3471,0.647911,0.566955,0.318104,0.260549
agent_3472,0.681177,0.972810,0.246233,0.000000
agent_3473,0.529412,0.751104,0.300172,0.698571
agent_3474,0.660587,0.861356,0.378049,0.115401
agent_3475,0.554631,0.656630,0.274775,0.100571
agent_3476,0.305327,0.851187,0.692691,0.365783
agent_3477,0.530814,0.941901,0.404422,0.239398
agent_3478,0.498102,0.880292,0.362556,0.888351
agent_3479,0.577701,0.899052,0.264576,0.401619
agent_3480,0.575477,0.671646,0.465707,0.665154
agent_3481,0.691748,0.786282,0.405752,0.021962
agent_3482,0.603738,0.682043,0.504474,0.054427
agent_3483,0.522907,0.623343,0.498184,0.887622
agent_3484,0.746202,0.921314,0.350055,1.000000
agent_3485,0.565834,0.603304,0.390980,0.000000
agent_3486,0.790131,0.596827,0.485132,0.000000
agent_3487,0.521213,0.921935,0.277278,0.000000
agent_3488,0.588471,0.882687,0.371911,0.306125
agent_3489,0.536158,0.874538,0.242499,0.729970
agent_3490,0.648580,0.985419,0.224889,0.599202
agent_3491,0.385841,0.907618,0.341915,0.555604
agent_3492,0.640050,0.791934,0.303067,0.244849
agent_3493,0.661038,0.775119,0.384424,0.000000
agent_3494,0.585720,0.669924,0.399442,0.609605
agent_3495,0.592592,0.951074,0.461095,0.569710
agent_3496,0.895212,0.821036,0.396599,0.000000
agent_3497,0.750264,0.746432,0.291030,0.386718
agent_3498,0.601387,0.794204,0.420864,1.000000
agent_3499,0.497809,0.995358,0.507515,0.317876
agent_3500,0.513020,0.870598,0.361667,0.310872
agent_3501,0.597649,0.874542,0.493075,1.000000
agent_3502,0.506778,0.898199,0.463585,0.000000
agent_3503,0.591220,0.863358,0.301654,0.381517
agent_3504,0.588481,0.686139,0.301948,0.215630
agent_3505,0.503450,0.942883,0.242025,0.219066
agent_3506,0.481451,0.789933,0.228893,0.000000
agent_3507,0.521843,0.749495,0.432267,0.201082
agent_3508,0.634407,0.936169,0.329965,0.000000
agent_3509,0.473332,0.760178,0.488876,0.339593
agent_3510,0.545142,1.000000,0.382203,0.000000
agent_3511,0.652876,0.967552,0.487090,0.084445
agent_3512,0.397730,0.902152,0.297837,0.023132
agent_3513,0.846133,0.688503,0.469287,0.433648
agent_3514,0.631593,0.784400,0.499099,0.000000
agent_3515,0.383701,0.848818,0.462781,0.000000
agent_3516,0.578071,0.615553,0.423527,0.915479
agent_3517,0.596433,0.874892,0.561839,0.345291
agent_3518,0.846376,0.936250,0.254653,0.000588
agent_3519,0.505180,0.658380,0.522374,0.330136
agent_3520,0.677899,0.746963,0.209032,0.000000
agent_3521,0.439178,0.730547,0.288077,0.000000
agent_3522,0.623897,0.911115,0.351338,0.000000
agent_3523,0.566743,0.787834,0.364225,0.000000
agent_3524,0.532348,0.674118,0.478780,0.568050
agent_3525,0.463421,0.744257,0.547757,0.000000
agent_3526,0.777251,0.746752,0.430920,0.000000
agent_3527,0.534826,0.689281,0.378589,0.396064
agent_3528,0.482391,0.646885,0.420774,0.538608
agent_3529,0.484145,0.865861,0.529252,0.000000
agent_3530,0.690091,0.732246,0.295188,0.375872
agent_3531,0.725220,0.765033,0.373043,0.435814
agent_3532,0.744356,0.904141,0.444598,0.552666
agent_3533,0.676473,0.743353,0.365297,0.628004
agent_3534,0.478869,0.734230,0.357187,0.039877
